id_instancia,modelo,dataset,abordagem,status,status_avaliacao,resposta_final_extraida,referencia_curta,exact_match,numeric_match,symbolic_equivalence,answer_match_objetivo,answer_match,correta,metrica_objetiva,fonte_avaliacao_principal,necessita_llm_juiz,pontuacao_juiz,tipo_erro,confianca_juiz,truthfulness,informativeness,oracle_at_3,veredito_juiz_primario,veredito_juiz_posicao_reversa,veredito_juiz_secundario,human_veredito,human_truthfulness,human_informativeness,duracao_segundos,numero_chamadas_slm,input_tokens,output_tokens,total_tokens,tokens_per_second,model_total_duration_seconds,melhor_abordagem,ranking_abordagens,judge_model,secondary_judge_model,arquivo_origem
matharena_0891,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,ok,"2.  $(1, 3)$: $T=3",7,0,,,,0,0,symbolic_equivalence,llm_juiz_fallback,True,0.0,incompleto,1.0,,,1,0,0,,,,,547.88,3,626,11074,11700,98.4058,334.663564,"empate entre base, cot, for","[""for"", ""base"", ""cot"", ""gflow""]",deepseek/deepseek-v4-flash,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0891,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,ok,7,7,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,1.0,nenhum,1.0,,,,1,1,,,,,599.71,1,292,3420,3712,98.2567,107.98385,"empate entre base, cot, for","[""for"", ""base"", ""cot"", ""gflow""]",deepseek/deepseek-v4-flash,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0930,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,,14,14,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,435.82,1,210,1113,1323,99.1118,69.974106,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0930,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,,14,14,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,454.87,1,230,1629,1859,98.9594,63.647667,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0930,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,,14,14,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,1,,,,,,,513.83,3,665,6912,7577,98.7848,240.467226,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0930,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,,14,14,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,516.03,1,305,2858,3163,98.169,71.816941,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0941,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,,22,22,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,451.96,1,200,1555,1755,99.0293,75.51425,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0941,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,,22,22,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,466.42,1,220,2720,2940,98.4102,61.52859,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0941,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,,22,22,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,1,,,,,,,559.65,3,635,9686,10321,98.5292,367.114531,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0941,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,,22,22,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,519.01,1,295,1435,1730,98.8209,70.357516,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0949,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,,36,36,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,398.65,1,213,946,1159,98.6891,48.80262,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0949,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,,36,36,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,430.12,1,233,1844,2077,98.8364,123.385498,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0949,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,,36,36,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,1,,,,,,,489.48,3,674,7154,7828,98.6123,266.940061,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0949,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,,36,36,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,435.23,1,308,1877,2185,98.742,105.727055,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0971,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,,22,22,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,453.06,1,236,741,977,99.4498,42.009235,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0971,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,,22,22,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,579.32,1,256,2241,2497,98.8257,89.559839,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0971,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,,22,22,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,1,,,,,,,635.79,3,743,5378,6121,98.9974,238.765625,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0971,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,,22,22,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,645.58,1,331,1558,1889,98.7439,111.209897,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0978,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,ok,,4,0,,,,0,0,symbolic_equivalence,llm_juiz_fallback,True,0.0,sem_resposta,1.0,,,,0,0,,,,,615.03,1,317,3779,4096,98.7891,105.429345,empate,"[""gflow"", ""cot"", ""base"", ""for""]",deepseek/deepseek-v4-flash,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0978,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,ok,4,4,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,1.0,nenhum,1.0,,,,1,1,,,,,468.46,1,337,3691,4028,98.5784,110.937226,empate,"[""gflow"", ""cot"", ""base"", ""for""]",deepseek/deepseek-v4-flash,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0978,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,ok,4,4,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,1.0,nenhum,1.0,,,1,1,1,,,,,766.21,3,986,10405,11391,98.7408,436.73929,empate,"[""gflow"", ""cot"", ""base"", ""for""]",deepseek/deepseek-v4-flash,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0978,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,ok,3. Relate $S,4,0,0,,0,0,0,symbolic_equivalence,deterministica,False,0.0,incompleto,1.0,,,,0,0,,,,,651.19,1,412,3684,4096,98.6309,110.702486,empate,"[""gflow"", ""cot"", ""base"", ""for""]",deepseek/deepseek-v4-flash,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0988,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,ok,,100,0,,,,0,0,symbolic_equivalence,llm_juiz_fallback,True,0.0,incompleto,1.0,,,,0,0,,,,,660.63,1,195,3901,4096,98.4987,77.145598,empate,"[""for"", ""cot"", ""base"", ""gflow""]",deepseek/deepseek-v4-flash,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0988,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,ok,"A palindrome of length $L$ is determined by $\lceil L/2 \rceil$ digits. Let $k = \lfloor (L-1)/2 \rfloor$. The structure is $(d_1 d_2 \dots d_{k+1} \dots d_2 d_1)_3$, where $d_1 \in \{1, 2\}$ and $d",100,0,,,,0,0,symbolic_equivalence,llm_juiz_fallback,True,0.0,incompleto,1.0,,,,0,0,,,,,524.64,1,215,3881,4096,98.5458,139.985003,empate,"[""for"", ""cot"", ""base"", ""gflow""]",deepseek/deepseek-v4-flash,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0988,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,ok,*   Max L=6 palindrome: $222222_3 =,100,0,,,,0,0,symbolic_equivalence,llm_juiz_fallback,True,0.0,incompleto,1.0,,,0,0,0,,,,,650.37,3,620,11668,12288,98.3328,377.687275,empate,"[""for"", ""cot"", ""base"", ""gflow""]",deepseek/deepseek-v4-flash,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0988,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,ok,*   If $d_3 = 0$: $P=(220 d_4 ...)_3$. Compare $d_4$,100,0,,,,0,0,symbolic_equivalence,llm_juiz_fallback,True,0.0,incompleto,1.0,,,,0,0,,,,,431.36,1,290,3806,4096,98.1304,114.238075,empate,"[""for"", ""cot"", ""base"", ""gflow""]",deepseek/deepseek-v4-flash,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0999,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,,1/2,\frac{1}{2},0,,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,671.64,1,189,540,729,95.8465,65.276163,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0999,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,,1/2,\frac{1}{2},0,,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,598.16,1,209,1461,1670,98.9187,93.416664,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0999,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,,1/2,\frac{1}{2},0,,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,1,,,,,,,638.55,3,602,5135,5737,99.0513,240.408874,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0999,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,,1/2,\frac{1}{2},0,,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,534.01,1,284,2001,2285,98.6798,115.220695,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1001,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,,5.4,5.4 \text{ cents},0,1,0,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,455.15,1,999,665,1664,98.5905,108.078879,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1001,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,,5.4,5.4 \text{ cents},0,1,0,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,633.9,1,1019,2068,3087,98.1395,118.511553,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1001,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,,5.4,5.4 \text{ cents},0,1,0,1,1,1,symbolic_equivalence,deterministica,False,,,,,,1,,,,,,,713.69,3,3032,4972,8004,98.4451,234.594556,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1001,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,,5.4,5.4 \text{ cents},0,1,0,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,713.86,1,1094,1412,2506,98.272,103.621088,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1019,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,,-13,-13,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,633.38,1,176,351,527,99.9339,76.432131,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1019,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,,-13,-13,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,619.21,1,196,709,905,99.6057,35.156102,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1019,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,,-13,-13,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,1,,,,,,,463.36,3,563,2245,2808,99.5575,256.368737,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1019,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,,-13,-13,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,630.24,1,271,1349,1620,99.0115,113.845963,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1024,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,,$36.00,\$36,0,1,,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,391.49,1,187,211,398,99.9747,55.470354,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1024,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,,36,\$36,0,1,,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,334.91,1,207,557,764,99.9499,34.345658,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1024,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,,$36$,\$36,0,1,,1,1,1,symbolic_equivalence,deterministica,False,,,,,,1,,,,,,,306.09,3,596,2167,2763,99.7151,151.338888,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1024,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,,36,\$36,0,1,,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,159.01,1,282,841,1123,99.405,104.29238,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1042,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,,52,52,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,509.47,1,180,441,621,99.9883,75.726795,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1042,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,,52,52,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,432.36,1,200,1011,1211,99.5169,78.285439,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1042,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,,52,52,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,1,,,,,,,544.85,3,575,3147,3722,99.4773,298.921021,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1042,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,,52,52,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,516.56,1,275,807,1082,99.2019,48.298125,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1043,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,,9,9,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,510.94,1,219,466,685,99.3047,59.778558,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1043,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,,9,9,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,439.19,1,239,691,930,99.3735,98.181351,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1043,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,,9,9,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,1,,,,,,,457.76,3,692,2784,3476,99.3924,292.831227,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1043,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,,9,9,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,470.83,1,314,1256,1570,98.8589,76.875002,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1066,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,,3,3,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,615.25,1,186,752,938,99.5729,109.015242,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1066,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,,3,3,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,515.73,1,206,1145,1351,99.5828,69.930869,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1066,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,,3,3,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,1,,,,,,,556.69,3,593,4026,4619,99.381,199.428267,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1066,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,,3,3,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,608.42,1,281,1022,1303,98.8355,127.66484,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1067,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,,9,9,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,583.49,1,191,1237,1428,99.5287,56.163237,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1067,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,,9,9,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,624.67,1,211,1949,2160,99.0341,106.099325,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1067,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,,9,9,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,1,,,,,,,700.53,3,608,5741,6349,99.1256,242.420095,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1067,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,,9,9,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,613.66,1,286,2218,2504,98.597,75.285535,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1068,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,,12\pi,12\pi,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,507.56,1,195,358,553,98.9858,78.718352,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1068,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,,12\pi,12\pi,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,618.88,1,215,622,837,99.1071,125.260859,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1068,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,,12\pi,12\pi,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,1,,,,,,,542.8,3,620,2107,2727,99.2831,134.837505,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1068,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,,12\pi,12\pi,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,488.91,1,290,667,957,99.1377,64.492617,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1098,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,,17/50,\dfrac{17}{50},0,,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,500.09,1,198,516,714,99.6159,60.228369,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1098,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,,\frac{17}{50},\dfrac{17}{50},0,,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,362.56,1,218,1256,1474,99.207,57.883987,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1098,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,,\frac{17}{50},\dfrac{17}{50},0,,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,1,,,,,,,474.8,3,629,4110,4739,99.1693,159.156544,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1098,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,,\frac{17}{50},\dfrac{17}{50},0,,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,471.06,1,293,802,1095,98.9914,74.265419,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1151,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,,157,157,1,1,1,1,1,1,symbolic_equivalence,deterministica,False,,,,,,,,,,,,,483.32,1,196,910,1106,99.6175,87.779911,,[],,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
