id_instancia,modelo,dataset,abordagem,status,resposta_final_extraida,referencia_curta,veredito_deterministico,exact_match,numeric_match,symbolic_equivalence,metrica_deterministica,fonte_avaliacao_recomendada,necessita_llm_juiz,arquivo_origem
matharena_0949,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,36,36,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0949,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,36,36,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0949,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,36,36,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0971,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,22,22,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0971,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,22,22,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0971,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,22,22,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0971,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,22,22,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0978,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,,4,,0,,,symbolic_equivalence,llm_juiz_fallback,True,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0978,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,4,4,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0978,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,4,4,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0978,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,3. Relate $S,4,0,0,0,,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0988,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,,100,,0,,,symbolic_equivalence,llm_juiz_fallback,True,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0988,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,"A palindrome of length $L$ is determined by $\lceil L/2 \rceil$ digits. Let $k = \lfloor (L-1)/2 \rfloor$. The structure is $(d_1 d_2 \dots d_{k+1} \dots d_2 d_1)_3$, where $d_1 \in \{1, 2\}$ and $d",100,,0,,,symbolic_equivalence,llm_juiz_fallback,True,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0988,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,*   Max L=6 palindrome: $222222_3 =,100,,0,,,symbolic_equivalence,llm_juiz_fallback,True,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0988,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,*   If $d_3 = 0$: $P=(220 d_4 ...)_3$. Compare $d_4$,100,,0,,,symbolic_equivalence,llm_juiz_fallback,True,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0999,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,1/2,\frac{1}{2},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0999,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,1/2,\frac{1}{2},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0999,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,1/2,\frac{1}{2},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_0999,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,1/2,\frac{1}{2},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1001,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,5.4,5.4 \text{ cents},1,0,1,0,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1001,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,5.4,5.4 \text{ cents},1,0,1,0,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1001,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,5.4,5.4 \text{ cents},1,0,1,0,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1001,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,5.4,5.4 \text{ cents},1,0,1,0,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1019,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,-13,-13,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1019,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,-13,-13,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1019,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,-13,-13,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1019,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,-13,-13,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1024,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,$36.00,\$36,1,0,1,,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1024,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,36,\$36,1,0,1,,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1024,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,$36$,\$36,1,0,1,,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1024,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,36,\$36,1,0,1,,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1042,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,52,52,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1042,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,52,52,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1042,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,52,52,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1042,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,52,52,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1043,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,9,9,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1043,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,9,9,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1043,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,9,9,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1043,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,9,9,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1066,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,3,3,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1066,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,3,3,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1066,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,3,3,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1066,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,3,3,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1067,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,9,9,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1067,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,9,9,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1067,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,9,9,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1067,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,9,9,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1068,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,12\pi,12\pi,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1068,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,12\pi,12\pi,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1068,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,12\pi,12\pi,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1068,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,12\pi,12\pi,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1098,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,17/50,\dfrac{17}{50},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1098,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,\frac{17}{50},\dfrac{17}{50},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1098,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,\frac{17}{50},\dfrac{17}{50},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1098,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,\frac{17}{50},\dfrac{17}{50},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1151,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,157,157,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1151,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,157,157,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1151,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,157,157,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1151,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,157,157,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1175,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,\frac{19}{40},\dfrac{19}{40},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1175,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,\frac{19}{40},\dfrac{19}{40},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1175,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,\frac{19}{40},\dfrac{19}{40},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1175,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,\frac{19}{40},\dfrac{19}{40},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1183,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,10,10,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1183,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,10 meters,10,1,0,1,,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1183,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,10 meters,10,1,0,1,,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1183,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,10,10,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1185,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,11,11,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1185,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,11,11,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1185,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,11,11,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1185,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,11,11,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1186,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,96,96,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1186,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,96,96,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1186,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,96,96,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1186,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,96,96,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1202,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,1/3,\frac{1}{3},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1202,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,1/3,\frac{1}{3},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1202,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,1/3,\frac{1}{3},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1202,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,1/3,\frac{1}{3},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1217,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,27,27,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1217,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,27,27,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1217,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,27,27,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1217,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,27,27,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1234,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,7/8,\frac{7}{8},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1234,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,7/8,\frac{7}{8},1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1234,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,\frac{7}{8},\frac{7}{8},1,1,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1234,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,\frac{7}{8},\frac{7}{8},1,1,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1240,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,\begin{pmatrix} 3\sqrt{66} - 7 \\ \sqrt{66} + 1 \\ 2\sqrt{66} - 4 \end{pmatrix},\begin{pmatrix} 5/3 \\ 5/3 \\ 4/3 \end{pmatrix},,0,,,symbolic_equivalence,llm_juiz_fallback,True,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1240,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,$$\mathbf{c} = \begin{pmatrix} 3 - 7/\sqrt{66} \\ 1 +,\begin{pmatrix} 5/3 \\ 5/3 \\ 4/3 \end{pmatrix},,0,,,symbolic_equivalence,llm_juiz_fallback,True,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1240,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,Selected trajectory: caminho_1_algebrico.,\begin{pmatrix} 5/3 \\ 5/3 \\ 4/3 \end{pmatrix},,0,,,symbolic_equivalence,llm_juiz_fallback,True,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
matharena_1240,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,,\begin{pmatrix} 5/3 \\ 5/3 \\ 4/3 \end{pmatrix},,0,,,symbolic_equivalence,llm_juiz_fallback,True,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\hendrycks_math\rodada_20260624_061052\resultados_hendrycks_math.json
